 Tell me the size of earth.
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     60
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  16238
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25496
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   9171
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6590
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9807
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5514
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     52
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5916
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9513
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5136
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     52
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6102
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9446
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5536
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6105
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9514
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4902
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15624
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24855
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18551
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     56
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15900
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25449
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18570
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    143
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  15947
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25128
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   8492
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     47
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5798
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9732
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5756
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5667
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9490
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5327
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5851
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9497
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4763
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5676
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9564
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6364
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  16432
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24769
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  17235
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15901
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25380
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18450
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    143
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  16006
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25243
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,  10122
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     46
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6127
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9554
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5560
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     52
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5814
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9546
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4860
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     56
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5884
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9513
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5793
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5854
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9488
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5887
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15695
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24559
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18946
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     54
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15971
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25597
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  16441
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    137
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  16196
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  24964
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   9081
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5874
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9521
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4669
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5795
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9497
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6205
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     54
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5874
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9697
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6263
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5708
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9511
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5058
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     47
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  16032
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25286
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18217
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     54
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  16239
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25443
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  15944
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    148
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  16305
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25784
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   9893
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6129
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9492
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5899
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     52
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5942
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9500
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5919
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     56
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6079
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9790
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4825
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     56
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5749
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9488
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6024
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     46
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15984
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24871
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18161
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15819
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25319
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  15953
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    131
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  15822
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25074
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   8849
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5830
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9494
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5541
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     52
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5706
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9500
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4430
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     54
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5884
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9465
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4320
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     45
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5915
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9464
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5670
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     45
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15749
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24213
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18841
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15939
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  26131
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18840
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    143
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  16395
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25550
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   9796
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5993
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9451
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4842
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5831
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9532
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6403
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     55
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5899
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9473
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5425
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5656
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9506
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5272
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15708
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24394
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18120
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     52
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15993
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25300
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  17496
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    143
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  15843
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25119
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   8400
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5928
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9540
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5094
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5648
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9477
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6251
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5882
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9444
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4483
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5835
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9461
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5961
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15587
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24376
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  16693
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15961
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25222
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  16869
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    143
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  17479
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25771
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   9435
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5872
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9505
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6327
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6092
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9457
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5489
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     56
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5881
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9503
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4417
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     45
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5775
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9686
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5449
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15830
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24082
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  19036
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  16018
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25260
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  17406
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    133
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  16198
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25070
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   8955
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5926
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9789
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4420
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     47
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5707
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9465
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5159
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     55
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6142
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9504
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4593
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5783
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9494
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5961
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15633
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24322
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  19458
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  16210
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25305
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18000
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    138
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  16681
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25498
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   9295
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6143
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9559
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6286
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6078
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9493
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6181
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     55
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5866
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9501
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5864
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5800
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9498
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4888
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15857
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  24389
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  16419
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  15896
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25300
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  19474
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    142
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  15874
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  25116
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,   9929
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     49
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5833
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9535
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5803
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     50
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6139
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9755
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6291
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     79
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   7072
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9455
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6401
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     48
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6011
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9571
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   5887
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     46
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  17293
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  25455
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  18783
====== CPU  INIT: M:     8, N: 11008, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N: 11008, K:  4096, 0-th,  16578
====== CPU  COMP: M:     8, N: 11008, K:  4096, 0-th,  26076
====== BLAS COMP: M:     8, N: 11008, K:  4096, 0-th,  20511
====== CPU  INIT: M:     8, N:  4096, K: 11008, 0-th,    143
====== BLAS INIT: M:     8, N:  4096, K: 11008, 0-th,  59030
====== CPU  COMP: M:     8, N:  4096, K: 11008, 0-th,  33910
====== BLAS COMP: M:     8, N:  4096, K: 11008, 0-th,  10058
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6225
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,  16991
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   6021
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     51
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   6585
====== CPU  COMP: M:     8, N:  4096, K:  4096, 0-th,   9514
====== BLAS COMP: M:     8, N:  4096, K:  4096, 0-th,   4933
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     53
====== BLAS INIT: M:     8, N:  4096, K:  4096, 0-th,   5791
