 Tell me the size of earth.
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     76
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  26275
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37941
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  15684
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9536
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14974
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9561
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     67
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9529
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14936
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9381
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     70
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9729
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  15193
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9946
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     61
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9932
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  15021
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8085
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     66
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25847
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  37584
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31555
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     79
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  26391
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  38395
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31906
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    209
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  26198
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37972
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  15243
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     60
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9495
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14963
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9987
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     66
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9335
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14834
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9691
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     68
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9496
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14709
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,  10159
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9370
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14782
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8682
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25975
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  37705
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  32454
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     79
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25983
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  39948
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  34373
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    263
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  28162
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  38176
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  15222
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9788
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14945
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9507
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9621
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14988
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9219
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     68
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9647
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14735
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8379
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     61
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9563
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14826
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   7665
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     59
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25862
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36621
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31902
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     79
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  26275
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  38848
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31517
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    209
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  26106
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37976
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  15248
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9590
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  15024
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8381
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     65
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9410
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14776
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9253
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     68
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9550
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14707
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8475
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     65
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9309
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14674
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9035
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     62
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25533
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36724
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  32887
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     73
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  26250
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  39060
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31910
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    210
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  26310
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  38010
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  15166
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     61
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9649
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  15384
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,  10127
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     66
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9404
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14936
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,  10190
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     70
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9481
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14798
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9088
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     60
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9287
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14712
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,  10220
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25735
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36916
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31891
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     78
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  26517
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  39471
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  32032
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    208
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  38704
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37743
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  14804
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9522
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14839
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   7485
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9571
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14605
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   7802
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     67
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9516
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14508
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8558
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     57
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9403
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14702
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8168
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     61
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25502
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36384
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31409
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     92
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  26626
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  39649
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31080
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    208
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  26302
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37750
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  14964
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     64
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9506
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14924
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9437
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     65
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9339
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14852
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   7876
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     67
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9446
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14389
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8609
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     57
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9336
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14461
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9575
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25309
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36658
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31997
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     74
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  26169
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  39383
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31961
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    210
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  26029
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  38023
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  14911
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9383
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14880
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,  10334
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     65
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9436
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14808
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   7970
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     69
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9437
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14719
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8204
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     56
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9453
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14712
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8310
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     61
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25466
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36841
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  30909
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     76
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  26101
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  38632
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  30506
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    202
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  25726
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37654
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  15069
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     60
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9316
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14937
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8792
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     66
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9568
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14831
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8335
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     68
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9326
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14674
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9355
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     61
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9164
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14897
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9236
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     61
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25945
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36791
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31647
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     78
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25929
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  38393
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  32234
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    192
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  26621
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37705
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  15010
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     58
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9645
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  15161
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8785
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     66
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9300
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14828
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   7915
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     67
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9614
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  15009
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9784
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     61
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9470
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14719
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,  10192
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25880
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  37096
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31739
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     79
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  26166
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  38541
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  32004
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    202
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  25843
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  38618
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  14278
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     60
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9458
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14843
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8282
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     58
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9370
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14703
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8170
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     64
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9766
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  15075
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,  15542
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,  10366
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14783
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,  10256
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     64
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25881
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36794
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31893
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     79
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25707
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  38279
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  28547
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    202
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  25659
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37915
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  15123
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     64
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9412
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14855
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9981
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     65
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9378
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14892
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8518
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     67
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9455
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14663
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9213
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     60
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9284
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14738
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   7492
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     62
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25188
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  36287
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  31015
====== CPU  INIT: M:     8, N: 13824, K:  5120, 0-th,     77
====== BLAS INIT: M:     8, N: 13824, K:  5120, 0-th,  25944
====== CPU  COMP: M:     8, N: 13824, K:  5120, 0-th,  39310
====== BLAS COMP: M:     8, N: 13824, K:  5120, 0-th,  30958
====== CPU  INIT: M:     8, N:  5120, K: 13824, 0-th,    216
====== BLAS INIT: M:     8, N:  5120, K: 13824, 0-th,  26159
====== CPU  COMP: M:     8, N:  5120, K: 13824, 0-th,  37956
====== BLAS COMP: M:     8, N:  5120, K: 13824, 0-th,  14994
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9415
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14883
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   8779
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     65
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9168
====== CPU  COMP: M:     8, N:  5120, K:  5120, 0-th,  14758
====== BLAS COMP: M:     8, N:  5120, K:  5120, 0-th,   9054
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     63
====== BLAS INIT: M:     8, N:  5120, K:  5120, 0-th,   9309
